_start,_stop,_time,gas,humidity,temperature
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:01.085Z,22,70,35.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:05.015Z,30,69,35.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:09.973Z,22,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:15.035Z,31,70,35.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:19.957Z,22,70,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:25.023Z,30,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:31.431Z,21,70,35.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:35.009Z,31,70,35.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:39.978Z,22,69,35.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:45.017Z,31,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:49.999Z,22,70,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:18:55.042Z,31,70,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:00.008Z,22,69,35.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:05.022Z,30,70,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:10.028Z,22,69,35.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:15.032Z,31,69,35.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:20.017Z,22,69,35.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:25.022Z,31,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:30.007Z,22,69,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:35.064Z,31,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:40Z,22,69,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:45.023Z,31,69,35.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:50.002Z,22,69,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:19:55.044Z,31,69,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:00.009Z,22,69,35.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:05.022Z,22,69,35.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:10Z,22,69,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:15.046Z,31,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:20.013Z,22,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:25.045Z,31,69,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:30.005Z,21,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:34.997Z,30,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:39.949Z,22,70,35.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:45.016Z,31,70,35.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:49.949Z,24,70,35.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:20:55.005Z,31,69,35.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:00.022Z,21,70,35.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:05.031Z,31,70,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:09.986Z,22,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:15.009Z,31,69,35.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:19.95Z,22,69,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:24.997Z,30,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:29.979Z,22,69,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:36.445Z,31,69,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:39.958Z,22,69,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:45.028Z,30,70,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:49.985Z,22,70,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:54.991Z,31,69,35.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:21:59.996Z,22,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:04.998Z,31,69,35.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:09.997Z,22,69,35.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:14.998Z,30,69,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:19.997Z,22,70,35.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:25.028Z,31,69,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:29.95Z,22,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:34.983Z,31,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:39.948Z,21,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:44.997Z,31,70,35.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:49.977Z,22,70,35.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:55.005Z,30,70,35
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:22:59.999Z,24,70,35.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:05.028Z,31,70,35.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:09.948Z,22,70,35.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:15.016Z,30,70,35.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:19.998Z,22,70,35.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:25.017Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:29.974Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:35.028Z,31,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:39.998Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:45.008Z,31,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:49.976Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:55.018Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:23:59.998Z,22,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:05.035Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:09.987Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:15.042Z,31,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:19.998Z,24,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:25.007Z,31,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:29.995Z,22,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:35.036Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:40.023Z,22,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:45.007Z,33,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:49.996Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:54.984Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:24:59.98Z,22,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:05.007Z,32,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:09.994Z,22,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:14.998Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:19.996Z,22,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:25.007Z,31,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:29.977Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:35.058Z,30,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:39.996Z,22,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:45.004Z,31,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:49.967Z,22,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:25:55.006Z,30,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:00.023Z,22,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:05.016Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:09.986Z,22,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:15.017Z,32,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:19.988Z,22,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:24.998Z,31,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:29.978Z,22,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:35.005Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:39.958Z,21,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:44.996Z,29,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:49.982Z,24,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:55.028Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:26:59.985Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:05.026Z,31,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:09.957Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:14.995Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:20.016Z,22,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:24.982Z,30,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:29.995Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:34.996Z,31,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:39.957Z,22,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:45.027Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:49.986Z,22,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:54.976Z,31,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:27:59.998Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:05.017Z,32,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:09.943Z,22,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:15.026Z,31,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:19.998Z,21,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:25.01Z,31,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:31.813Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:35.015Z,32,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:40.005Z,22,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:45.015Z,29,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:49.984Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:55.014Z,31,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:28:59.993Z,21,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:05.014Z,33,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:09.983Z,20,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:15.014Z,31,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:19.974Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:24.993Z,31,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:29.982Z,24,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:35.041Z,31,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:39.974Z,24,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:45.014Z,22,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:49.984Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:29:55.014Z,31,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:00.008Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:05.014Z,31,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:09.975Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:15.013Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:20.003Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:25.014Z,31,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:29.983Z,22,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:35.014Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:39.952Z,22,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:45Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:49.983Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:55.039Z,31,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:30:59.973Z,22,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:05.012Z,32,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:09.983Z,22,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:15.012Z,30,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:20.012Z,22,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:25.012Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:29.961Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:35.012Z,24,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:39.992Z,21,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:45.019Z,31,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:50.004Z,22,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:55.014Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:31:59.973Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:05.013Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:09.975Z,24,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:15.057Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:19.952Z,22,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:25.015Z,32,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:29.96Z,22,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:35.014Z,31,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:40.044Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:45.014Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:49.96Z,22,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:55.032Z,31,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:32:59.976Z,22,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:05.014Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:09.973Z,22,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:15.023Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:19.982Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:25.013Z,31,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:29.973Z,22,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:35.044Z,30,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:39.994Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:45.021Z,31,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:49.976Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:54.961Z,31,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:33:59.958Z,22,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:04.972Z,31,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:09.95Z,22,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:15.012Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:19.972Z,22,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:25.027Z,33,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:29.993Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:35.021Z,24,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:39.991Z,22,69,36.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:44.997Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:49.971Z,20,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:55.028Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:34:59.973Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:04.99Z,31,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:09.968Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:15.02Z,31,69,36.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:20.007Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:25.018Z,31,69,36.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:29.94Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:35.02Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:40.008Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:45.005Z,31,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:49.99Z,22,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:54.999Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:35:59.949Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:05.008Z,31,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:10.007Z,22,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:16.006Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:19.986Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:25.052Z,31,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:30.067Z,22,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:35.009Z,31,69,36.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:40.018Z,22,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:44.999Z,31,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:49.97Z,22,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:36:55.017Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:00.008Z,22,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:05.031Z,31,69,36.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:09.97Z,21,69,36.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:15.03Z,31,69,36.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:20.016Z,22,69,36.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:25Z,31,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:29.979Z,24,69,36.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:35.01Z,31,69,36
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T15:37:39.949Z,22,69,36.6
